0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.6	0.6	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.6	0.9	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.4	0.6	0.9	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.4	0.6	0.9	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0.4	0.6	0.9	0.6	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0	0	0	0	0
0	0	0	0.4	0.6	0.9	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.4	0	0	0	0	0
0	0	0	0.4	0.6	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.6	0.4	0	0	0	0	0
0	0	0	0.4	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.9	0.6	0.4	0	0	0	0	0
0	0	0	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.6	0.9	0.6	0.4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.6	0.9	0.6	0.4	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.6	0.9	0.6	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.6	0.6	0.6	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
